recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
223110746,english,negatif,"By far the buggiest game I've ever played. It's really fun with friends and a great time, but it's borderline unplayable for me.

Bugs include;
1. Stuck inside car, unable to exit or change seats.
2. Halfway through a game, I become unable to pick up any items.
3. Halfway through a game, I stop being able to shoot a gun or use any items.
4. Randomly disconnects and then refuses to let me rejoin the ongoing game (""Client not responding"").
5. When I'm driving, my party members see me going somewhere else than where I am and then they die.
6. Game freezes for minutes at a time.

If these were happening occasionally, it'd be bearable, but one of these happens in almost every single game I play. Genuinely awful.",far buggiest game ever play realli fun friend great time borderlin unplay bug includ stuck insid car unabl exit chang seats halfway game becom unabl pick item halfway game stop abl shoot gun use item randomli disconnects refuses let rejoin ongo game client responding drive parti members see go somewhere els die game freez minut time happening occasion bearabl one happens almost everi singl game play genuin aw,10.3,2026-04-12 14:35:31
223107112,english,negatif,Takda telo ngendok smua,takda telo ngendok smua,2.5,2026-04-12 13:46:02
223105254,english,positif,ROS >>>>> Babiji,ro babiji,3.8,2026-04-12 13:18:26
223102509,english,positif,like god,like god,227.8,2026-04-12 12:36:26
223100597,english,positif,game hay,game hay,490.1,2026-04-12 12:04:21
223098439,english,positif,TOM HANKS,tom hank,33.3,2026-04-12 11:27:34
223098154,english,positif,Addictive,addictive,4.9,2026-04-12 11:22:19
223097164,english,positif,nice,nice,272.2,2026-04-12 11:04:23
223094873,english,positif,ok,ok,643.3,2026-04-12 10:21:48
223087470,english,positif,Good,good,2.1,2026-04-12 08:00:09
223087279,english,positif,Okay,okay,1.4,2026-04-12 07:55:39
223086817,english,positif,gud,gud,111.0,2026-04-12 07:45:16
223085736,english,positif,GK ISO NEMBAK,gk iso nembak,14.9,2026-04-12 07:22:17
223085083,english,positif,Nice game,nice game,370.2,2026-04-12 07:09:22
223083964,english,positif,good bro,good bro,3.4,2026-04-12 06:45:18
223083453,english,positif,GOOD VIBES,good vibe,129.4,2026-04-12 06:33:33
223078417,english,positif,game hay combat da tay,game hay combat da tay,6.8,2026-04-12 04:46:03
223077595,english,negatif,"runs fine. ♥♥♥♥ ass game, fortnite is a billion times better",run fine ass game fortnit billion times better,4.9,2026-04-12 04:30:34
223075509,english,positif,"The game is good, no questions about it. Questions are for the blocking program and game support, may you burn in hell. No help from support whatsoever. I got banned simply for doing nothing; I was on a business trip, my computer was broken, and my Steam account was only accessible on my phone, with no logins on any other computers. And yet I got banned. Thanks to the game for the wonderful emotions, and may game support burn in hell along with their anti-cheat that bans in a way that's impossible to understand.",game good question question block program game support may burn hell help support whatsoev got ban simpli noth busi trip comput broken steam account access phone login computers yet got ban thank game wonder emot may game support burn hell along anti curang ban way imposs understand,193.0,2026-04-12 03:49:35
223073962,english,positif,I mean its pubg it's free and provided you aren't super invested in the game it is just a fun experience with friends for a few hours once in a while.,mean playerunknown battleground free provid super invest game fun experience friend hour,67.5,2026-04-12 03:21:39
223072846,english,positif,"Great fun and addictive, only issue is the ammount of cheaters",great fun addictive issu ammount cheaters,1052.9,2026-04-12 02:59:02
223072037,english,negatif,Amount of bots is enormous. Even in ranked you have bots.,amount bot enorm even peringkat bot,485.3,2026-04-12 02:42:03
223072021,english,negatif,"- Open game
- Wait 10 minutes for it to load
- Start tutorial
- Map loads but not the actual walkthrough
- Reload
- Complete the tutorial
- Wait 5 minutes for matchmaking
- game crashes
not worth the effort",open game wait minut load start tutori map load actual walkthrough reload complet tutori wait minut cari lawan game crash worth effort,0.5,2026-04-12 02:41:36
223071419,english,positif,og,og,733.6,2026-04-12 02:28:36
223070365,english,negatif,"When i got cool weapons I D*ED
KENA KICAP",got cool weapon ed kicap,5.7,2026-04-12 02:08:05
223067643,english,positif,"rewlly tactical gaamee,coms health and realism",rewlli tactic gaamee com health realism,22.1,2026-04-12 01:11:25
223066019,english,positif,It's a Nice game,nice game,1006.2,2026-04-12 00:38:09
223063208,english,positif,good game,good game,108.0,2026-04-11 23:40:56
223062275,english,negatif,its pubg idk what else to say,playerunknown battleground idk els say,918.5,2026-04-11 23:22:06
223062114,english,positif,Love this game,love game,39.2,2026-04-11 23:18:51
223061454,english,negatif,why u make stupid update those ship for  a crate are ruining this game  make  it  not  worthy  the 40  to  50 mionute  per game remove this ♥♥♥♥♥♥♥♥,make stupid baru ship crate ruin game make worthi mionut game remov,5279.2,2026-04-11 23:06:03
223061084,english,positif,"Pubg is one of the few games that stood the test of time and hasnt lost its appeal
Ofc there are micro transactions and a battlepass (very necessary ig) but in terms of combat nothing much has changed to back then. 
The guns still feel nice and getting a headshot with a sniper never felt as good as in this game.
And its not even that you cant get skins without paying. I didnt pay a cent and still got some decent skins for both guns and my character.
Id rate this one a 9/10 simply because skill matters most and no real ""change"" has happened to a game that was already good.
Thank you pubg for figuring out a formula and sticking to it",playerunknown battleground one games stood test time hasnt lost appeal ofc micro transact battlepass necessari ig terms combat noth much chang back gun still feel nice get headshot tembak jitu never felt good game even cant get skin without pay didnt pay cent still got decent skin gun charact id rate one simpli skill matters real chang happened game alreadi good thank playerunknown battleground figur formula stick,23.3,2026-04-11 22:59:00
223059760,english,positif,all; skins no skill,skin skill,276.7,2026-04-11 22:34:44
223057972,english,positif,game fun to play with 4 players,game fun play player,3.7,2026-04-11 22:04:22
223057673,english,positif,Great multiplayer FPS but there are WAY TO MANY BOTS. Overall its fun and worth playing but it would be so much better if there weren't as many bots in the casual servers.,great multiplay frame second way mani bot overal fun worth play would much better mani bot casual servers,179.2,2026-04-11 21:59:06
223053870,english,positif,not a bad game at all,bad game,10.7,2026-04-11 20:58:03
223053771,english,positif,9 years of fun,year fun,923.8,2026-04-11 20:56:28
223051344,english,positif,Solid no frills battle-royale.,solid frill battl royal,33.5,2026-04-11 20:20:19
223050168,english,positif,goood one,goood one,788.0,2026-04-11 20:02:35
223048520,english,negatif,"The game is unplayable especially against those who have no life outside of the game.
But I guess it is really good because ""ReALiSm""",game unplay especially life outsid game guess realli good realism,220.2,2026-04-11 19:40:03
223048380,english,positif,aim on anticheat instead of making egirl skins,aim anticheat instead make egirl skin,1093.8,2026-04-11 19:37:57
223047163,english,negatif,Stuck loading screen,stuck loading screen,8.0,2026-04-11 19:21:18
223046197,english,positif,at least there are no cheaters as cs,least cheaters cs,86.4,2026-04-11 19:08:04
223045113,english,positif,This game is very adventurous,game adventur,3.8,2026-04-11 18:52:27
223043754,english,positif,"One of the best games ever. It is always unknown what could happen in a game, who and where will appear and how it will end. Not too easy and too hard to play, right in the middle.",one best games ever alway unknown could happen game appear end easi hard play right middl,1654.3,2026-04-11 18:34:28
223043412,english,negatif,paid for this game and then they turned it in to a free game with so much brain rot microtransactions no idea how this stays in the top 10,paid game turn free game much brain rot microtransact idea stay top,19.2,2026-04-11 18:29:30
223038921,english,positif,okay,okay,1.8,2026-04-11 17:29:16
223037134,english,positif,enjoyable with friend,enjoy friend,1723.5,2026-04-11 17:04:21
223034906,english,negatif,bad servers ugly matchmaking,bad servers ugli cari lawan,262.7,2026-04-11 16:35:04
223032188,english,positif,Great,great,132.8,2026-04-11 15:58:48
223031492,english,positif,tryhard,tryhard,6.0,2026-04-11 15:49:33
223029541,english,positif,Nice POV USA shooting game,nice pov usa shoot game,145.2,2026-04-11 15:25:24
223028875,english,positif,this game is amazing and only makes me wanna chop my frank off once a day,game amaz makes wan na chop frank day,123.2,2026-04-11 15:16:20
